district,sub_district,age,male,female,total
งาว,ปงเตา,81,8,10,18
งาว,ปงเตา,82,8,7,15
งาว,ปงเตา,83,10,13,23
งาว,ปงเตา,84,11,11,22
งาว,ปงเตา,85,5,10,15
งาว,ปงเตา,86,5,7,12
งาว,ปงเตา,87,7,4,11
งาว,ปงเตา,88,5,8,13
งาว,ปงเตา,89,1,8,9
งาว,ปงเตา,90,8,5,13
งาว,ปงเตา,91,2,3,5
งาว,ปงเตา,92,3,0,3
งาว,ปงเตา,93,1,2,3
งาว,ปงเตา,94,0,1,1
งาว,ปงเตา,95,1,1,2
งาว,ปงเตา,96,2,0,2
งาว,ปงเตา,97,0,0,0
งาว,ปงเตา,98,0,1,1
งาว,ปงเตา,99,0,1,1
งาว,ปงเตา,100,0,0,0
งาว,ปงเตา,100,0,0,0
งาว,หลวงใต้,0,7,9,16
งาว,หลวงใต้,1,16,15,31
งาว,หลวงใต้,2,4,13,17
งาว,หลวงใต้,3,10,8,18
งาว,หลวงใต้,4,13,15,28
งาว,หลวงใต้,5,18,14,32
งาว,หลวงใต้,6,12,14,26
งาว,หลวงใต้,7,18,16,34
งาว,หลวงใต้,8,15,19,34
งาว,หลวงใต้,9,21,15,36
งาว,หลวงใต้,10,11,26,37
งาว,หลวงใต้,11,21,21,42
งาว,หลวงใต้,12,28,21,49
งาว,หลวงใต้,13,27,20,47
งาว,หลวงใต้,14,23,30,53
งาว,หลวงใต้,15,25,21,46
งาว,หลวงใต้,16,28,27,55
งาว,หลวงใต้,17,30,23,53
งาว,หลวงใต้,18,30,27,57
งาว,หลวงใต้,19,32,26,58
งาว,หลวงใต้,20,35,27,62
งาว,หลวงใต้,21,24,24,48
งาว,หลวงใต้,22,26,26,52
งาว,หลวงใต้,23,25,28,53
งาว,หลวงใต้,24,22,19,41
งาว,หลวงใต้,25,35,39,74
งาว,หลวงใต้,26,27,32,59
งาว,หลวงใต้,27,39,35,74
งาว,หลวงใต้,28,35,30,65
งาว,หลวงใต้,29,29,39,68
งาว,หลวงใต้,30,32,37,69
งาว,หลวงใต้,31,35,35,70
งาว,หลวงใต้,32,35,38,73
งาว,หลวงใต้,33,34,36,70
งาว,หลวงใต้,34,47,31,78
งาว,หลวงใต้,35,32,32,64
งาว,หลวงใต้,36,34,38,72
งาว,หลวงใต้,37,27,32,59
งาว,หลวงใต้,38,39,43,82
งาว,หลวงใต้,39,47,40,87
งาว,หลวงใต้,40,34,31,65
งาว,หลวงใต้,41,43,41,84
งาว,หลวงใต้,42,44,40,84
งาว,หลวงใต้,43,44,31,75
งาว,หลวงใต้,44,39,40,79
งาว,หลวงใต้,45,43,31,74
งาว,หลวงใต้,46,46,31,77
งาว,หลวงใต้,47,40,40,80
งาว,หลวงใต้,48,32,38,70
งาว,หลวงใต้,49,35,32,67
งาว,หลวงใต้,50,35,29,64
งาว,หลวงใต้,51,51,33,84
งาว,หลวงใต้,52,29,47,76
งาว,หลวงใต้,53,34,29,63
งาว,หลวงใต้,54,34,43,77
งาว,หลวงใต้,55,32,28,60
งาว,หลวงใต้,56,27,37,64
งาว,หลวงใต้,57,46,37,83
งาว,หลวงใต้,58,39,35,74
งาว,หลวงใต้,59,47,58,105
งาว,หลวงใต้,60,46,49,95
งาว,หลวงใต้,61,29,54,83
งาว,หลวงใต้,62,35,58,93
งาว,หลวงใต้,63,39,62,101
งาว,หลวงใต้,64,46,58,104
งาว,หลวงใต้,65,50,44,94
งาว,หลวงใต้,66,40,42,82
งาว,หลวงใต้,67,46,61,107
งาว,หลวงใต้,68,35,56,91
งาว,หลวงใต้,69,38,48,86
งาว,หลวงใต้,70,37,47,84
งาว,หลวงใต้,71,39,47,86
งาว,หลวงใต้,72,27,35,62
งาว,หลวงใต้,73,23,26,49
งาว,หลวงใต้,74,16,31,47
งาว,หลวงใต้,75,18,17,35
งาว,หลวงใต้,76,13,28,41
งาว,หลวงใต้,77,17,27,44
งาว,หลวงใต้,78,19,17,36
งาว,หลวงใต้,79,8,10,18
งาว,หลวงใต้,80,0,8,8
งาว,หลวงใต้,81,8,6,14
งาว,หลวงใต้,82,3,9,12
งาว,หลวงใต้,83,9,7,16
งาว,หลวงใต้,84,3,13,16
งาว,หลวงใต้,85,7,11,18
งาว,หลวงใต้,86,9,5,14
งาว,หลวงใต้,87,9,1,10
งาว,หลวงใต้,88,6,10,16
งาว,หลวงใต้,89,1,5,6
งาว,หลวงใต้,90,2,2,4
งาว,หลวงใต้,91,2,5,7
งาว,หลวงใต้,92,1,4,5
งาว,หลวงใต้,93,2,2,4
งาว,หลวงใต้,94,0,1,1
งาว,หลวงใต้,95,0,1,1
งาว,หลวงใต้,96,1,1,2
งาว,หลวงใต้,97,0,0,0
งาว,หลวงใต้,98,0,1,1
งาว,หลวงใต้,99,0,0,0
งาว,หลวงใต้,100,0,0,0
งาว,หลวงใต้,100,3,1,4
งาว,แม่ตีบ,0,7,12,19
งาว,แม่ตีบ,1,10,11,21
งาว,แม่ตีบ,2,12,11,23
งาว,แม่ตีบ,3,7,15,22
งาว,แม่ตีบ,4,17,10,27
งาว,แม่ตีบ,5,17,17,34
งาว,แม่ตีบ,6,23,11,34
งาว,แม่ตีบ,7,20,9,29
งาว,แม่ตีบ,8,21,15,36
งาว,แม่ตีบ,9,16,22,38
งาว,แม่ตีบ,10,20,17,37
งาว,แม่ตีบ,11,16,17,33
งาว,แม่ตีบ,12,14,22,36
งาว,แม่ตีบ,13,30,33,63
งาว,แม่ตีบ,14,24,29,53
งาว,แม่ตีบ,15,11,20,31
งาว,แม่ตีบ,16,28,23,51
งาว,แม่ตีบ,17,13,18,31
งาว,แม่ตีบ,18,12,26,38
งาว,แม่ตีบ,19,16,17,33
งาว,แม่ตีบ,20,23,14,37
งาว,แม่ตีบ,21,12,14,26
งาว,แม่ตีบ,22,17,9,26
งาว,แม่ตีบ,23,18,18,36
งาว,แม่ตีบ,24,16,17,33
งาว,แม่ตีบ,25,13,17,30
งาว,แม่ตีบ,26,20,24,44
งาว,แม่ตีบ,27,16,22,38
งาว,แม่ตีบ,28,28,35,63
งาว,แม่ตีบ,29,30,24,54
งาว,แม่ตีบ,30,37,20,57
งาว,แม่ตีบ,31,27,33,60
งาว,แม่ตีบ,32,37,29,66
งาว,แม่ตีบ,33,29,41,70
งาว,แม่ตีบ,34,32,27,59
งาว,แม่ตีบ,35,35,40,75
งาว,แม่ตีบ,36,25,35,60
งาว,แม่ตีบ,37,40,33,73
งาว,แม่ตีบ,38,39,38,77
งาว,แม่ตีบ,39,37,28,65
งาว,แม่ตีบ,40,26,20,46
งาว,แม่ตีบ,41,38,32,70
งาว,แม่ตีบ,42,39,38,77
งาว,แม่ตีบ,43,28,25,53
งาว,แม่ตีบ,44,29,26,55
งาว,แม่ตีบ,45,40,25,65
งาว,แม่ตีบ,46,30,28,58
งาว,แม่ตีบ,47,30,42,72
งาว,แม่ตีบ,48,27,37,64
งาว,แม่ตีบ,49,26,31,57
งาว,แม่ตีบ,50,26,35,61
งาว,แม่ตีบ,51,22,34,56
งาว,แม่ตีบ,52,31,34,65
งาว,แม่ตีบ,53,25,29,54
งาว,แม่ตีบ,54,26,31,57
งาว,แม่ตีบ,55,30,42,72
งาว,แม่ตีบ,56,27,44,71
งาว,แม่ตีบ,57,42,29,71
งาว,แม่ตีบ,58,37,46,83
งาว,แม่ตีบ,59,42,38,80
งาว,แม่ตีบ,60,46,43,89
งาว,แม่ตีบ,61,25,53,78
งาว,แม่ตีบ,62,42,49,91
งาว,แม่ตีบ,63,28,29,57
งาว,แม่ตีบ,64,44,34,78
งาว,แม่ตีบ,65,20,31,51
งาว,แม่ตีบ,66,33,31,64
งาว,แม่ตีบ,67,22,26,48
งาว,แม่ตีบ,68,29,32,61
งาว,แม่ตีบ,69,28,25,53
งาว,แม่ตีบ,70,25,23,48
งาว,แม่ตีบ,71,22,23,45
งาว,แม่ตีบ,72,23,18,41
งาว,แม่ตีบ,73,20,16,36
งาว,แม่ตีบ,74,15,21,36
งาว,แม่ตีบ,75,8,11,19
งาว,แม่ตีบ,76,10,9,19
งาว,แม่ตีบ,77,14,12,26
งาว,แม่ตีบ,78,10,10,20
งาว,แม่ตีบ,79,6,10,16
งาว,แม่ตีบ,80,1,8,9
งาว,แม่ตีบ,81,8,9,17
งาว,แม่ตีบ,82,4,7,11
งาว,แม่ตีบ,83,5,9,14
งาว,แม่ตีบ,84,7,3,10
งาว,แม่ตีบ,85,7,5,12
งาว,แม่ตีบ,86,0,9,9
งาว,แม่ตีบ,87,3,2,5
งาว,แม่ตีบ,88,2,3,5
งาว,แม่ตีบ,89,2,1,3
งาว,แม่ตีบ,90,2,2,4
งาว,แม่ตีบ,91,3,4,7
งาว,แม่ตีบ,92,1,1,2
งาว,แม่ตีบ,93,0,2,2
งาว,แม่ตีบ,94,0,1,1
งาว,แม่ตีบ,95,0,5,5
งาว,แม่ตีบ,96,1,0,1
งาว,แม่ตีบ,97,0,0,0
งาว,แม่ตีบ,98,0,0,0
งาว,แม่ตีบ,99,0,0,0
งาว,แม่ตีบ,100,0,0,0
งาว,แม่ตีบ,100,0,0,0
วังเหนือ,ทุ่งฮั้ว,0,10,8,18
วังเหนือ,ทุ่งฮั้ว,1,14,15,29
วังเหนือ,ทุ่งฮั้ว,2,14,9,23
วังเหนือ,ทุ่งฮั้ว,3,13,10,23
วังเหนือ,ทุ่งฮั้ว,4,13,15,28
วังเหนือ,ทุ่งฮั้ว,5,13,18,31
วังเหนือ,ทุ่งฮั้ว,6,19,23,42
วังเหนือ,ทุ่งฮั้ว,7,21,8,29
วังเหนือ,ทุ่งฮั้ว,8,32,12,44
วังเหนือ,ทุ่งฮั้ว,9,25,15,40
วังเหนือ,ทุ่งฮั้ว,10,13,17,30
วังเหนือ,ทุ่งฮั้ว,11,23,14,37
วังเหนือ,ทุ่งฮั้ว,12,23,14,37
วังเหนือ,ทุ่งฮั้ว,13,27,15,42
วังเหนือ,ทุ่งฮั้ว,14,22,21,43
วังเหนือ,ทุ่งฮั้ว,15,28,20,48
วังเหนือ,ทุ่งฮั้ว,16,28,20,48
วังเหนือ,ทุ่งฮั้ว,17,17,28,45
วังเหนือ,ทุ่งฮั้ว,18,30,20,50
วังเหนือ,ทุ่งฮั้ว,19,19,23,42
วังเหนือ,ทุ่งฮั้ว,20,26,24,50
วังเหนือ,ทุ่งฮั้ว,21,19,22,41
วังเหนือ,ทุ่งฮั้ว,22,21,19,40
วังเหนือ,ทุ่งฮั้ว,23,26,20,46
วังเหนือ,ทุ่งฮั้ว,24,22,30,52
วังเหนือ,ทุ่งฮั้ว,25,25,31,56
วังเหนือ,ทุ่งฮั้ว,26,28,23,51
วังเหนือ,ทุ่งฮั้ว,27,34,28,62
วังเหนือ,ทุ่งฮั้ว,28,38,50,88
วังเหนือ,ทุ่งฮั้ว,29,39,37,76
วังเหนือ,ทุ่งฮั้ว,30,37,21,58
วังเหนือ,ทุ่งฮั้ว,31,32,34,66
วังเหนือ,ทุ่งฮั้ว,32,33,30,63
วังเหนือ,ทุ่งฮั้ว,33,30,21,51
วังเหนือ,ทุ่งฮั้ว,34,42,25,67
วังเหนือ,ทุ่งฮั้ว,35,48,43,91
วังเหนือ,ทุ่งฮั้ว,36,44,34,78
วังเหนือ,ทุ่งฮั้ว,37,34,40,74
วังเหนือ,ทุ่งฮั้ว,38,37,36,73
วังเหนือ,ทุ่งฮั้ว,39,25,40,65
วังเหนือ,ทุ่งฮั้ว,40,29,29,58
วังเหนือ,ทุ่งฮั้ว,41,27,35,62
วังเหนือ,ทุ่งฮั้ว,42,37,33,70
วังเหนือ,ทุ่งฮั้ว,43,29,35,64
วังเหนือ,ทุ่งฮั้ว,44,43,36,79
วังเหนือ,ทุ่งฮั้ว,45,35,42,77
วังเหนือ,ทุ่งฮั้ว,46,33,21,54
วังเหนือ,ทุ่งฮั้ว,47,37,31,68
วังเหนือ,ทุ่งฮั้ว,48,22,33,55
วังเหนือ,ทุ่งฮั้ว,49,31,46,77
วังเหนือ,ทุ่งฮั้ว,50,51,38,89
วังเหนือ,ทุ่งฮั้ว,51,38,49,87
วังเหนือ,ทุ่งฮั้ว,52,46,34,80
วังเหนือ,ทุ่งฮั้ว,53,42,49,91
วังเหนือ,ทุ่งฮั้ว,54,46,35,81
วังเหนือ,ทุ่งฮั้ว,55,38,47,85
วังเหนือ,ทุ่งฮั้ว,56,46,59,105
วังเหนือ,ทุ่งฮั้ว,57,40,52,92
วังเหนือ,ทุ่งฮั้ว,58,48,51,99
วังเหนือ,ทุ่งฮั้ว,59,38,49,87
วังเหนือ,ทุ่งฮั้ว,60,61,45,106
วังเหนือ,ทุ่งฮั้ว,61,60,55,115
วังเหนือ,ทุ่งฮั้ว,62,37,56,93
วังเหนือ,ทุ่งฮั้ว,63,54,43,97
วังเหนือ,ทุ่งฮั้ว,64,40,43,83
วังเหนือ,ทุ่งฮั้ว,65,47,48,95
วังเหนือ,ทุ่งฮั้ว,66,49,47,96
วังเหนือ,ทุ่งฮั้ว,67,45,43,88
วังเหนือ,ทุ่งฮั้ว,68,51,43,94
วังเหนือ,ทุ่งฮั้ว,69,44,37,81
วังเหนือ,ทุ่งฮั้ว,70,55,47,102
วังเหนือ,ทุ่งฮั้ว,71,36,43,79
วังเหนือ,ทุ่งฮั้ว,72,40,35,75
วังเหนือ,ทุ่งฮั้ว,73,37,33,70
วังเหนือ,ทุ่งฮั้ว,74,9,20,29
วังเหนือ,ทุ่งฮั้ว,75,29,11,40
วังเหนือ,ทุ่งฮั้ว,76,20,25,45
วังเหนือ,ทุ่งฮั้ว,77,17,12,29
วังเหนือ,ทุ่งฮั้ว,78,16,20,36
วังเหนือ,ทุ่งฮั้ว,79,12,7,19
วังเหนือ,ทุ่งฮั้ว,80,5,7,12
วังเหนือ,ทุ่งฮั้ว,81,5,6,11
วังเหนือ,ทุ่งฮั้ว,82,6,5,11
วังเหนือ,ทุ่งฮั้ว,83,11,4,15
วังเหนือ,ทุ่งฮั้ว,84,5,8,13
วังเหนือ,ทุ่งฮั้ว,85,4,2,6
วังเหนือ,ทุ่งฮั้ว,86,2,2,4
วังเหนือ,ทุ่งฮั้ว,87,2,2,4
วังเหนือ,ทุ่งฮั้ว,88,1,3,4
วังเหนือ,ทุ่งฮั้ว,89,3,3,6
วังเหนือ,ทุ่งฮั้ว,90,2,3,5
วังเหนือ,ทุ่งฮั้ว,91,5,3,8
วังเหนือ,ทุ่งฮั้ว,92,1,2,3
วังเหนือ,ทุ่งฮั้ว,93,1,4,5
วังเหนือ,ทุ่งฮั้ว,94,0,3,3
วังเหนือ,ทุ่งฮั้ว,95,2,1,3
วังเหนือ,ทุ่งฮั้ว,96,0,0,0
วังเหนือ,ทุ่งฮั้ว,97,1,0,1
วังเหนือ,ทุ่งฮั้ว,98,0,0,0
